name	surname	firstname	midname	gender	ethnics	age	birthday	department	depjoindate	position	rank	rankdate	rankage
СКУПОВ МИХАИЛ ЕВГЕНЬЕВИЧ	Скупов	Михаил	Евгеньевич	m	slav	53	10.10.1959	ДЕПАРТАМЕНТ ВНЕШНЕПОЛИТИЧЕСКОГО ПЛАНИРОВАНИЯ 	15.08.2011	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	20.11.2007	48
СКАЧКОВ АНДРЕЙ СЕМЕНОВИЧ	Скачков	Андрей	Семенович	m	slav	41	26.02.1962			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
СМАГА АНДРЕЙ ВАСИЛЬЕВИЧ	Смага	Андрей	Васильевич	m	slav	59	12.12.1953	СЕКЦИЯ ИНТЕРЕСОВ РФ ПРИ ПОСОЛ-ВЕ ШВЕЙЦАРИИ В ГРУЗИИ 	09.02.2008	РУКОВОДИТЕЛЬ МИССИИ РОССИЙСКОЙ ФЕДЕРАЦИИ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.09.2010	56
СМИРНОВ ВАДИМ СТАНИСЛАВОВИЧ	Смирнов	Вадим	Станиславович	m	slav	56	23.09.1956	ПОСТПРЕДСТВО РОССИИ ПРИ МО В ВЕНЕ, АВСТРИЯ 	15.02.2010	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	09.02.2010	53
СМОРОДИН АНДРЕЙ НИКОЛАЕВИЧ	Смородин	Андрей	Николаевич	m	slav	58	15.08.1954	ГЕНКОНСУЛЬСТВО РОССИИ В ШАНХАЕ, КНР 	27.02.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.12.2002	48
СОКОЛЕНКО ВЛАДИМИР ГРИГОРЬЕВИЧ	Соколенко	Владимир	Григорьевич	m	slav	0	None			ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	14.12.2012	0
СОКОЛОВ АЛЕКСЕЙ АНАТОЛЬЕВИЧ	Соколов	Алексей	Анатольевич	m	slav	48	01.06.1964	ДЕПАРТАМЕНТ ЭКОНОМИЧЕСКОГО СОТРУДНИЧЕСТВА 	27.10.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.11.2007	43
СОЛОВЬЕВ ЮРИЙ АЛЕКСАНДРОВИЧ	Соловьев	Юрий	Александрович	m	slav	56	01.02.1957	ГЕНКОНСУЛЬСТВО РОССИИ В ВАРНЕ, БОЛГАРИЯ 	16.10.2009	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.05.2004	47
СОРОКИН АНДРЕЙ АЛЕКСАНДРОВИЧ	Сорокин	Андрей	Александрович	m	slav	62	11.04.1950	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.03.2007	56
СОРОКИН ВАЛЕРИЙ ЕВГЕНЬЕВИЧ	Сорокин	Валерий	Евгеньевич	m	slav	57	02.10.1955	ДЕП. АЗИАТ.И ТИХООКЕАН. СОТРУДНИЧЕСТВА 	08.02.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	06.06.2005	49
СОФИНСКИЙ НИКОЛАЙ ВСЕВОЛОДОВИЧ	Софинский	Николай	Всеволодович	m	slav	55	10.02.1958	ПОСОЛЬСТВО РОССИИ В ПЕРУ 	15.02.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	30.12.1996	38
СПРИНЧАН ВЛАДИМИР ИВАНОВИЧ	Спринчан	Владимир	Иванович	m	slav	55	31.08.1957	ТРЕТИЙ ДЕПАРТАМЕНТ СТРАН СНГ 	03.05.2011	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.05.2010	52
СТЕРНИК АЛЕКСАНДР ВАДИМОВИЧ	Стерник	Александр	Вадимович	m	slav	47	20.01.1966	ДЕП. ОБЩЕЕВРОПЕЙСКОГО СОТРУДНИЧЕСТВА 	18.08.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.06.2011	45
СТЕПАНОВ ОЛЕГ ВЛАДИМИРОВИЧ	Степанов	Олег	Владимирович	m	slav	0	None			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	16.07.2012	0
СУРИКОВ АЛЕКСАНДР ВАСИЛЬЕВИЧ	Суриков	Александр	Васильевич	m	slav	56	05.04.1956	ПОСОЛЬСТВО РОССИИ В ИСПАНИИ 	28.04.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.09.2010	54
СУСЛОВ ДМИТРИЙ ЮРЬЕВИЧ	Суслов	Дмитрий	Юрьевич	m	slav	57	23.12.1955	ПОСОЛЬСТВО РОССИИ В НАМИБИИ 	27.11.2009	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.02.2007	51
ТАВДУМАДЗЕ НИКОЛАЙ КАРЛОВИЧ	Тавдумадзе	Николай	Карлович	m	slav,geor	57	21.01.1956	ДЕПАРТАМЕНТ КАДРОВ 	11.01.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.2007	51
ТАРАСЕНКО СЕРГЕЙ МИХАЙЛОВИЧ	Тарасенко	Сергей	Михайлович	m	slav	51	19.07.1961	ПОСОЛЬСТВО РОССИИ В КАЗАХСТАНЕ 	17.03.2011	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	22.11.2010	49
ТЕМНИКОВ ВАДИМ БОРИСОВИЧ	Темников	Вадим	Борисович	m	slav	61	10.06.1951			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.02.2008	56
ТЕРЕХИН ЕВГЕНИЙ ЕВГЕНЬЕВИЧ	Терехин	Евгений	Евгеньевич	m	slav	0	None			СОВЕТНИК - ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	16.07.2012	0
ТИХОНОВ ВАЛЕРИЙ БОРИСОВИЧ	Тихонов	Валерий	Борисович	m	slav	55	09.10.1957	ЧЕТВЕРТЫЙ ЕВРОПЕЙСКИЙ ДЕП. 	11.04.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.01.2008	50
ТКАЧЕВ ВЛАДИМИР ВИКТОРОВИЧ	Ткачев	Владимир	Викторович	m	slav	0	None			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
ТКАЧЕНКО ВСЕВОЛОД ИГОРЕВИЧ	Ткаченко	Всеволод	Игоревич	m	slav	52	09.10.1960	ДЕПАРТАМЕНТ АФРИКИ 	23.05.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.03.2009	48
ТОКМАКОВ ВЛАДИМИР ГЕОРГИЕВИЧ	Токмаков	Владимир	Георгиевич	m	slav	52	27.03.1960	ПОСОЛЬСТВО РОССИИ В БРАЗИЛИИ 	23.12.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.04.2010	50
ТОДУА ГЕОРГИЙ ВЛАДИМИРОВИЧ	Тодуа	Георгний	Владимирович	m	slav	38	20.06.1964			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
ТОЛКАЛИН СЕРГЕЙ НИКОЛАЕВИЧ	Толкалин	Сергей	Николаевич	m	slav	57	18.10.1955	ДЕП. ПО ГУМ. СОТРУДНИЧЕСТВУ И ПРАВАМ ЧЕЛ. 	02.08.2004	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	31.07.2008	52
ТОЛОРАЯ ГЕОРГИЙ ДАВИДОВИЧ	Толорая	Георгий	Давидович	m	jew,slav	56	03.04.1956	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.1995	39
ТОЛСТОПЯТЕНКО АЛЕКСАНДР ПЕТРОВИЧ	Толстопятенко	Александр	Петрович	m	slav	61	08.10.1951	ГЕНКОНСУЛЬСТВО РОССИИ В АНТАЛЬЕ, ТУРЦИЯ  	12.02.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.07.2007	55
ТОЛЧЕНОВ СЕРГЕЙ ГЕННАДЬЕВИЧ	Толченов	Сергей	Геннадьевич	m	slav	48	07.02.1965	ПОСОЛЬСТВО РОССИИ В ИНДОНЕЗИИ 	27.04.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	26.08.2011	46
ТОМИХИН ЕВГЕНИЙ ЮРЬЕВИЧ	Томихин	Евгений	Юрьевич	m	slav	47	04.02.1966	ПОСОЛЬСТВО РОССИИ В КНР 	18.09.2009	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.07.2011	45
ТРЕПЕЛКОВ СЕРГЕЙ ВАСИЛЬЕВИЧ	Трепелков	Сергей	Васильевич	m	slav	55	28.12.1957	ПОСТПРЕДСТВО РОССИИ ПРИ МО В НАЙРОБИ, КЕНИЯ 	27.06.2007	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.12.2009	51
ТРЯПИЦЫН ВИТАЛИЙ ЕВГЕНЬЕВИЧ	Тряпицын	Виталий	Евгеньевич	m	slav	50	23.02.1963	ПОСОЛЬСТВО РОССИИ В МОЛДАВИИ 	13.09.2007	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	08.12.2009	46
ТУЗОВ ВАЛЕРИЙ НИКОЛАЕВИЧ	Тузов	Валерий	Николаевич	m	slav	65	06.10.1947	ДЕПАРТАМЕНТ КАДРОВ 	26.10.2009	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.03.2005	57
ТЯПКИН ОЛЕГ НИКОЛАЕВИЧ	Тяпкин	Олег	Николаевич	m	slav	44	24.04.1968	ПОСОЛЬСТВО РОССИИ В АВСТРИИ 	12.10.2007	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.02.2011	42
УДОВИЧЕНКО НИКОЛАЙ НИКОЛАЕВИЧ	Удовиченко	Николай	Николаевич	m	slav	51	19.01.1962	ВТОРОЙ ДЕПАРТАМЕНТ СТРАН СНГ 	01.11.2005	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	17.12.2008	46
УЛАСЕВИЧ ВЛАДИМИР ПЕТРОВИЧ	Уласевич	Владимир	Петрович	m	slav	64	02.01.1949	ПОСОЛЬСТВО РОССИИ В СЕРБИИ 	21.10.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.03.2003	54
ФЕДОРОВ АЛЕКСЕЙ БОРИСОВИЧ	Федоров	Алексей	Борисович	m	slav	60	29.02.1952	ДЕП. ЛИНГВИСТИЧЕСКОГО ОБЕСПЕЧЕНИЯ 	20.10.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	20.01.2000	47
ФЕДУЛОВ АЛЕКСАНДР ВАЛЕНТИНОВИЧ	Федулов	Александр	Валентинович	m	slav	63	16.07.1949	ГЕНКОНСУЛЬСТВО РОССИИ В ЭРДЭНЭТЕ, МОНГОЛИЯ 	09.03.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.12.2005	56
ФИЛИПП ВСЕВОЛОД ИВАНОВИЧ	Филипп	Всеволод	Иванович	m	slav	62	05.01.1951	ГЕНКОНСУЛЬСТВО РОССИИ В ХАРЬКОВЕ, УКРАИНА 	15.12.2007	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.04.2010	59
ФОМИН НИКОЛАЙ ГЕННАДИЕВИЧ	Фомин	Николай	Геннадиевич	m	slav	66	04.02.1947	ВТОРОЙ ДЕПАРТАМЕНТ СТРАН СНГ 	01.09.2007	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.03.2003	56
ХОВАЕВ ИГОРЬ АНАТОЛЬЕВИЧ	Ховаев	Игорь	Анатольевич	m	slav	51	18.01.1962	РОТАЦИОННЫЙ РЕЗЕРВ 	13.09.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.04.2009	47
ХОЗИН АЛЕКСАНДР ГРИГОРЬЕВИЧ	Хозин	Александр	Георгиевич	m	slav	41	11.01.1962			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
ХОЛОВ НУРМАХМАД МАХМАДУЛЛАЕВИЧ	Холов	Нурмахмад	Махмадуллаевич	m		59	22.04.1953	ДЕП-Т ПО РАБОТЕ С СООТЕЧЕСТВЕННИКАМИ ЗА РУБЕЖОМ 	01.08.2006	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.01.2004	50
ХОРЕВ МИХАИЛ ВЛАДИМИРОВИЧ	Хорев	Михаил	Владимирович	m	slav	56	22.09.1956	ДЕП. ПО ГУМ. СОТРУДНИЧЕСТВУ И ПРАВАМ ЧЕЛ. 	01.12.2004	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.05.2006	49
ХОТУЛЕВ ИВАН БРОНИСЛАВОВИЧ	Хотулев	Иван	Брониславович	m	slav	52	26.02.1960	ТРЕТИЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	01.11.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	11.02.2008	47
ХОХОЛИКОВ АЛЕКСАНДР НИКОЛАЕВИЧ	Хохоликов	Александр	Николаевич	m	slav	45	12.04.1957			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	10.02.2012	0
ХУДИН АЛЕКСАНДР НИКОЛАЕВИЧ	Худин	Александр	Николаевич	m	slav	62	25.07.1950	ПОСОЛЬСТВО РОССИИ В НАМИБИИ 	23.12.2009	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	28.11.2007	57
ХУСАНОВ МИРДЖАЛОЛ МИРДЖАМАЛОВИЧ	Хусанов	Мирджалол	Мирджамалович	m		49	05.04.1963	КОНСУЛЬСКИЙ ДЕПАРТАМЕНТ 	04.04.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	13.04.2009	46
ХУСНИТДИНОВ ЗУФАР АЗАДОВИЧ	Хуснитдинов	Зуфар	Азадович	m	tur	56	07.02.1957	ВТОРОЙ ДЕПАРТАМЕНТ АЗИИ 	02.08.2004	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	18.02.2002	45
ЦВЕТКОВ ДМИТРИЙ ЮРЬЕВИЧ	Цветков	Дмитрий	Юрьевич	m	slav	50	19.01.1963	ВТОРОЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	02.03.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.10.2007	44
ЦУПИКОВ ВЯЧЕСЛАВ ПАРФЕНОВИЧ	Цупиков	Вячеслав	Парфенович	m	slav	63	25.03.1949	ГЕНКОНСУЛЬСТВО РОССИИ В ЧОНДИНЕ, КНДР 	06.07.2007	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	24.01.1994	44
ЧЕРНОВ АЛЕКСАНДР ГЕННАДИЕВИЧ	Чернов	Александр	Геннадиевич	m	slav	63	10.02.1950	ДЕПАРТАМЕНТ АФРИКИ 	01.04.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	31.07.2008	58
ЧЕРНОВ ВЛАДИСЛАВ ЛЬВОВИЧ	Чернов	Владислав	Львович	m	slav	62	29.12.1950	ДЕПАРТАМЕНТ ПО ВОПРОСАМ БЕЗОПАСНОСТИ И РАЗОРУЖЕНИЯ 	23.03.2011	ГЛАВНЫЙ СОВЕТНИК ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	25.12.2000	49
ЧУПИН АНДРЕЙ АНДРЕЕВИЧ	Чупин	Андрей	Андреевич	m	slav	61	01.10.1951	ГЕНКОНСУЛЬСТВО РОССИИ В ГЕТЕБОРГЕ, ШВЕЦИЯ 	06.02.2011	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.12.2005	54
ШВЕДОВ АНДРЕЙ ВЛАДИМИРОВИЧ	Шведов	Андрей	Владимирович	m	slav	55	05.11.1957	ПЕРВЫЙ ДЕПАРТАМЕНТ СТРАН СНГ 	01.10.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	20.08.2004	46
ШИПИЛОВ СЕРГЕЙ БОРИСОВИЧ	Шипилов	Сергей	Борисович	m	slav	58	29.12.1954	ДЕП. АЗИАТ.И ТИХООКЕАН. СОТРУДНИЧЕСТВА 	05.09.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	21.10.2010	55
ШМАНЕВСКИЙ АЛЕКСАНДР ЮРЬЕВИЧ	Шманевский	Александр	Юрьевич	m	slav	55	06.04.1957	ПОСОЛЬСТВО РОССИИ В МОНГОЛИИ 	13.06.2008	СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.06.2011	54
ШПАНКИН ВЯЧЕСЛАВ СЕРГЕЕВИЧ	Шпанкин	Вячеслав	Сергеевич	m	slav	55	10.02.1958	ДЕПАРТАМЕНТ КАДРОВ 	25.05.2005	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	23.04.2008	50
ШТОДИН ДМИТРИЙ ИЛЬИЧ	Штодин	Дмитрий	Ильич	m	slav	0	None			СОВЕТНИК-ПОСЛАННИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	04.02.2013	0
ЩЕРБАКОВ АЛЕКСАНДР ПЕТРОВИЧ	Щербаков	Александр	Петрович	m	slav	57	13.05.1955	ЧЕТВЕРТЫЙ ЕВРОПЕЙСКИЙ ДЕП. 	15.07.2011	НАЧАЛЬНИК ОТДЕЛА В ДЕПАРТАМЕНТЕ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.01.2007	51
ЩЕРБАКОВ СЕРГЕЙ ВЕНИАМИНОВИЧ	Щербаков	Сергей	Вениаминович	m	slav	66	22.02.1947	ГЕНКОНСУЛЬСТВО РОССИИ В КАРЛОВЫХ ВАРАХ, ЧЕХИЯ 	14.02.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	05.03.2005	58
ЩЕТИНИН АЛЕКСАНДР ВАЛЕНТИНОВИЧ	Щетинин	Александр	Валентинович	m	slav	50	01.05.1962	ЛАТИНОАМЕРИКАНСКИЙ ДЕПАРТАМЕНТ 	05.10.2009	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.02.2007	44
ЭЙВАЗОВ ТИМУР РАФАИЛОВИЧ	Эйвазов	Тимур	Рафаилович	m	slav,tur	0	None			ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	16.07.2012	0
ЮДИН ДМИТРИЙ ГЕННАДЬЕВИЧ	Юдин	Дмитрий	Геннадьевич	m	slav	62	23.05.1950	РОТАЦИОННЫЙ РЕЗЕРВ 	21.01.2006	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	19.01.1995	44
ЮДИНЦЕВ АЛЕКСЕЙ ВЛАДИМИРОВИЧ	Юдинцев	Алексей	Владимирович	m	slav	54	19.11.1958	ДЕПАРТАМЕНТ ПО ВОПРОСАМ НОВЫХ ВЫЗОВОВ И УГРОЗ 	01.09.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.12.2006	48
ЮШМАНОВ АНДРЕЙ КОНСТАНТИНОВИЧ	Юшманов	Андрей	Константинович	m	slav	54	06.08.1958	ГЕНКОНСУЛЬСТВО РОССИИ В НЬЮ-ЙОРКЕ, США 	05.02.2010	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	29.01.2007	48
ЯКОВЕНКО АЛЕКСАНДР НИКОЛАЕВИЧ	Яковенко	Александр	Николаевич	m	slav	64	16.06.1948	ГЕНКОНСУЛЬСТВО РОССИИ В АННАБЕ, АНДР 	26.02.2008	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	07.11.1997	49
ЯКОВЛЕВ АНДРЕЙ ИГОРЕВИЧ	Яковлев	Андрей	Игоревич	m	slav	55	09.02.1958	ДЕПАРТАМЕНТ ГОСУДАРСТВЕННОГО ПРОТОКОЛА 	25.01.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	12.07.2010	52
ЯКОВЛЕВ МИХАИЛ МИХАЙЛОВИЧ	Яковлев	Михаил	Михайлович	m	slav	54	18.04.1958	ИСТОРИКО-ДОКУМЕНТАЛЬНЫЙ ДЕПАРТАМЕНТ 	01.12.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 2 КЛАССА	20.11.2007	49
